1.810451833996289963e+02 -1.748638989809908062e-01 1.048288306857578611e+01 -1.342559433408554703e+01 1.348288306857578611e+01 6.088885756248532743e+02 4.581398594529034196e-01
2.120327297146157548e+02 -6.814955541660154825e-01 1.154069935142040748e+01 -1.458345612839411842e+01 1.454069935142040748e+01 7.719657234275329074e+02 8.189309338201973265e-01
7.391035000169222258e+01 4.578439104915482671e-02 5.735826145993995873e+00 -8.441259358595292639e+00 8.735826145993996761e+00 1.585265961694754253e+02 -7.665714949831627933e-01
7.206703888741796682e+00 6.061747726314128393e-01 -5.691778694056425891e+00 2.679557926401866297e+00 2.679557926401866297e+00 -4.848917063679095030e+00 -9.802393358717511607e-01
1.101704639847731748e+01 8.586795090872314518e-01 2.586757520164174595e-01 -3.401137194172139999e+00 3.258675752016417348e+00 9.159500717889631716e+00 9.243397910236929027e-01
1.204881996465755094e+02 -1.425346281149054040e+00 -1.442141636135379557e+01 1.057072281775951339e+01 1.057072281775951339e+01 -3.328187894559257529e+02 2.815848720086349122e-01
4.172188265816166819e+01 3.779013367883276020e-01 -1.002956189998408831e+01 5.970644463944373648e+00 5.970644463944373648e+00 -6.918897834841348526e+01 -4.212122955074201203e-01
1.402680689200674351e+02 5.749795487656898796e-02 8.773241228960507954e+00 -1.191991436395842285e+01 1.177324122896050795e+01 4.155680079757307226e+02 -4.255138483492812984e-01
3.365549640534124478e+02 5.906818675034551935e-01 1.540390474084538397e+01 -1.828368746219162944e+01 1.840390474084538397e+01 1.543208362870811015e+03 3.103019493375687166e-01
1.159249971429689055e+02 -7.443705722404446723e-01 7.906738215077796283e+00 -1.061332600781303803e+01 1.090673821507779628e+01 3.115912384515158919e+02 -6.385869070696869043e-01
2.580320975882613084e+02 1.007799613329414257e+00 -1.881559556355358254e+01 1.629619648410308841e+01 1.629619648410308841e+01 -1.034529272160425307e+03 -7.446055145816870002e-01
3.461688114054133081e+01 2.459569951396256560e-02 2.189068714243246561e+00 -6.706400514073280306e+00 5.189068714243246561e+00 5.184242550691151763e+01 -5.917258504225096916e-01
5.592932041404396593e+00 3.482652551133137431e-01 -1.802236832740182759e-01 -1.657668564032541481e+00 2.819776316725981502e+00 3.386104905487084871e+00 1.480875829753411033e+00
2.284297575744247055e+01 -9.552844607588192316e-01 1.812325701481457108e+00 -4.738849669416046240e+00 4.812325701481457330e+00 2.726503504335596162e+01 7.211513986496825845e-01
-9.998499622226292294e-02 1.155363428508108803e-01 -3.905336920459013150e+00 1.492695374659591123e-01 1.492695374659591123e-01 -4.146876852032584937e-01 -6.386414051936506464e-01
