-1.149728172779285407e+00 -1.039928555488586426e+00
2.199987920213805626e-01 9.647974371910095215e-02
3.202732813897137820e-01 9.647974371910095215e-02
-6.237579334990685231e-02 -2.037641406059265137e-01
8.701661188672367153e-01 9.647974371910095215e-02
1.073581832786955292e+00 8.784229755401611328e-01
-1.026656774363057245e+00 9.647974371910095215e-02
5.756530896372114015e-01 9.647974371910095215e-02
-6.891072053318867408e-01 -5.072298049926757812e-01
9.438626058047688838e-01 9.647974371910095215e-02
-1.163205007650536693e+00 -1.029303669929504395e+00
-1.263199224635899176e+00 -1.066895961761474609e+00
1.245387628374306832e+00 9.647974371910095215e-02
9.920663855593235825e-01 9.647974371910095215e-02
-5.026566949605343337e-01 -6.053951978683471680e-01
-8.741862841897543590e-02 -2.100214064121246338e-01
9.475469988753857375e-01 9.647974371910095215e-02
-5.011068317222635571e-01 9.647974371910095215e-02
4.546106171223252002e-01 9.647974371910095215e-02
-9.665543011408133101e-01 9.647974371910095215e-02
-3.413731315316166914e-01 -4.818632304668426514e-01
2.976402831916339919e-01 9.647974371910095215e-02
-4.797263178204420608e-01 -3.521914482116699219e-01
1.133050879858716220e+00 9.647974371910095215e-02
1.101305311541082466e+00 9.647974371910095215e-02
-9.167573366290735493e-01 9.647974371910095215e-02
1.378464256281668465e-01 9.647974371910095215e-02
3.715692347089983305e-01 9.647974371910095215e-02
-1.176336549945614429e+00 9.647974371910095215e-02
-5.230755646347036159e-01 -5.263613462448120117e-01
-3.391604812989912898e-01 9.647974371910095215e-02
-1.495977413711761628e+00 -1.136186480522155762e+00
3.452466078298995766e-01 9.647974371910095215e-02
5.638206622021506575e-01 9.647974371910095215e-02
-3.635821419132106991e-01 9.647974371910095215e-02
1.154263034890290696e+00 9.647974371910095215e-02
5.528463091520920969e-01 9.647974371910095215e-02
-2.988717349991315553e-01 9.647974371910095215e-02
8.319004637501673516e-01 8.841542005538940430e-01
4.797423103237479780e-01 9.647974371910095215e-02
7.731636912617159130e-01 9.647974371910095215e-02
-1.084926429584875951e+00 9.647974371910095215e-02
-1.410881454807422664e+00 -1.121987581253051758e+00
-9.626181976983185784e-01 9.647974371910095215e-02
4.247406645516669799e-01 9.647974371910095215e-02
1.161232126573044754e+00 9.066644906997680664e-01
-6.190644183792282096e-01 9.647974371910095215e-02
-1.496460185926202779e+00 -1.127687573432922363e+00
-1.051921707794537086e+00 9.647974371910095215e-02
-1.264476470925817164e+00 -7.794946432113647461e-01
-3.898282290236522729e-01 9.647974371910095215e-02
-5.955867809784369804e-01 -6.659433841705322266e-01
-6.704086316401939305e-01 -6.539382934570312500e-01
-6.932654862795696316e-01 9.647974371910095215e-02
-1.064602832190821413e+00 -1.073057770729064941e+00
-5.517750851518706812e-01 9.647974371910095215e-02
-1.044483755524803215e+00 -9.494898319244384766e-01
-4.531446425942297074e-01 -5.385071039199829102e-01
8.726135229801811333e-01 9.647974371910095215e-02
1.701545826913105408e+00 9.647974371910095215e-02
-8.131725688548790965e-01 9.647974371910095215e-02
6.116205656925396417e-01 -1.281464695930480957e-01
3.943112744251978108e-01 3.021355867385864258e-01
1.072033285011264825e+00 9.043860435485839844e-01
-5.219508850514508191e-01 -5.386409759521484375e-01
-5.748734373677598652e-01 -6.424138545989990234e-01
4.642776707264567038e-01 9.647974371910095215e-02
-6.132177208974034510e-01 9.647974371910095215e-02
-4.271765119695334345e-01 9.647974371910095215e-02
1.121332428138124060e+00 9.647974371910095215e-02
-6.813336986015599006e-01 -7.537258863449096680e-01
7.365062108863850154e-01 9.647974371910095215e-02
2.459990215037610450e-01 9.647974371910095215e-02
3.782713829765752545e-01 8.739104270935058594e-01
4.280130585448478908e-01 9.647974371910095215e-02
5.180929966370605433e-01 9.647974371910095215e-02
-7.336439015262210539e-01 9.647974371910095215e-02
-7.532520475948222272e-01 9.647974371910095215e-02
7.525369131460589722e-01 9.647974371910095215e-02
-3.897545281412250207e-01 9.647974371910095215e-02
-9.015103248314546569e-01 -8.871620893478393555e-01
-3.207715390859129934e-01 9.647974371910095215e-02
