1.962967300415039062e+01 -1.245160460472106934e+00 -8.111325263977050781e+00 4.367779731750488281e+00 4.189715385437011719e+00 -2.431770706176757812e+01
1.640527038574218750e+02 8.353363275527954102e-01 9.595426559448242188e+00 -1.306850719451904297e+01 1.299166774749755859e+01 5.299919433593750000e+02
3.045292854309082031e+01 1.396381855010986328e-02 2.494556427001953125e+00 -5.661418914794921875e+00 5.579759597778320312e+00 4.260780715942382812e+01
3.478216552734375000e+02 -1.110073447227478027e+00 -2.153362274169921875e+01 1.888700485229492188e+01 1.736310958862304688e+01 -1.675332275390625000e+03
2.406489715576171875e+02 1.302501320838928223e+00 1.130219268798828125e+01 -1.641308593750000000e+01 1.517377758026123047e+01 9.538159790039062500e+02
6.927235412597656250e+01 -7.379039525985717773e-01 -1.100197124481201172e+01 8.575701713562011719e+00 9.017304420471191406e+00 -1.433254547119140625e+02
4.531911621093750000e+02 6.266056299209594727e-01 1.703849792480468750e+01 -2.575701332092285156e+01 2.181983566284179688e+01 2.368728271484375000e+03
1.474457168579101562e+01 -3.717113733291625977e-01 3.658730685710906982e-01 -4.327859878540039062e+00 3.491147518157958984e+00 1.490200042724609375e+01
8.000458717346191406e+00 1.173491477966308594e+00 -5.288084983825683594e+00 3.241267442703247070e+00 3.211492061614990234e+00 -5.154260635375976562e+00
4.701859951019287109e+00 -1.449484825134277344e-01 -9.001542329788208008e-01 -2.224075317382812500e+00 2.195603132247924805e+00 3.065159797668457031e+00
9.945609092712402344e+00 4.267235994338989258e-01 -6.250935554504394531e+00 3.399847269058227539e+00 3.208701133728027344e+00 -8.759046554565429688e+00
9.764896392822265625e+00 3.268853425979614258e-01 -6.323517322540283203e+00 3.329265356063842773e+00 3.121643543243408203e+00 -8.696566581726074219e+00
9.177000122070312500e+02 -5.847591161727905273e-01 2.607868194580078125e+01 -4.315848922729492188e+01 3.817841720581054688e+01 6.750306152343750000e+03
2.320589141845703125e+02 1.283755898475646973e+00 1.116587829589843750e+01 -1.607861709594726562e+01 1.500779628753662109e+01 9.030921630859375000e+02
-2.310378551483154297e-01 4.285603761672973633e-01 -3.550769090652465820e+00 3.451786041259765625e-01 3.566768169403076172e-01 -9.840759634971618652e-02
-1.608092784881591797e-01 1.125216960906982422e+00 -2.977472066879272461e+00 -2.088475227355957031e-02 3.832459449768066406e-02 1.527523100376129150e-01
3.629595518112182617e+00 -5.465995073318481445e-01 -1.095455169677734375e+00 -1.878035306930541992e+00 1.865222096443176270e+00 2.230069637298583984e+00
4.804134750366210938e+01 8.539927005767822266e-02 4.157660484313964844e+00 -7.006086349487304688e+00 6.899517536163330078e+00 8.318722534179687500e+01
2.149763031005859375e+02 1.168807625770568848e+00 1.084018325805664062e+01 -1.536072826385498047e+01 1.456851863861083984e+01 8.061585693359375000e+02
6.418775939941406250e+01 -8.862149715423583984e-02 5.354995727539062500e+00 -8.018558502197265625e+00 7.898243427276611328e+00 1.283680267333984375e+02
2.324991607666015625e+01 -8.788980245590209961e-01 -7.705509185791015625e+00 4.975818634033203125e+00 5.037748813629150391e+00 -2.829574394226074219e+01
1.855840148925781250e+02 9.810940027236938477e-01 1.019879722595214844e+01 -1.409260845184326172e+01 1.373914241790771484e+01 6.427567138671875000e+02
3.180268859863281250e+02 -1.247402548789978027e+00 -2.081287384033203125e+01 1.828409576416015625e+01 1.689291000366210938e+01 -1.461622192382812500e+03
4.519350051879882812e+00 5.503535270690917969e-03 -8.143484592437744141e-01 -2.066358327865600586e+00 2.273574829101562500e+00 3.085772037506103516e+00
1.426378440856933594e+01 2.918862104415893555e-01 6.297689676284790039e-01 -3.729104995727539062e+00 3.711831092834472656e+00 1.396937847137451172e+01
