-2.726372718811035156e+01 -1.560220479965209961e+00 -8.562311172485351562e+00 2.148796081542968750e+01
-2.687749938964843750e+02 -2.047800292968750000e+02 3.486048889160156250e+01 7.175653457641601562e+00
-3.076070594787597656e+01 -2.422591590881347656e+01 -1.257889175415039062e+01 -1.363245105743408203e+01
-9.618430786132812500e+02 2.987297058105468750e+02 3.093318939208984375e+01 -2.888611755371093750e+02
-4.356358947753906250e+02 -3.658174743652343750e+02 1.016449966430664062e+02 8.271867752075195312e+00
-1.186803588867187500e+02 4.444979190826416016e+00 -1.722751045227050781e+01 2.415881919860839844e+01
-9.136871948242187500e+02 -9.254765014648437500e+02 3.778598022460937500e+02 3.785931777954101562e+01
-9.885182380676269531e+00 -1.128180599212646484e+01 -9.129823684692382812e+00 -1.353226184844970703e+01
-7.181443691253662109e+00 -2.392350196838378906e+00 -5.174829006195068359e+00 1.098746013641357422e+01
-1.597368717193603516e+00 -3.754888772964477539e+00 -5.501767635345458984e+00 -5.559682846069335938e+00
-1.114685249328613281e+01 -1.737448453903198242e+00 -5.636404514312744141e+00 1.401690387725830078e+01
-1.099169349670410156e+01 -1.500803232192993164e+00 -5.617332935333251953e+00 1.400573158264160156e+01
-2.101591064453125000e+03 -2.715843017578125000e+03 1.473238159179687500e+03 3.073394165039062500e+02
-4.164333801269531250e+02 -3.464721374511718750e+02 9.326323699951171875e+01 8.207384109497070312e+00
2.378855943679809570e+00 -1.435682773590087891e+00 -2.367005825042724609e+00 3.826244592666625977e+00
3.092810869216918945e+00 -2.288431882858276367e+00 -1.323873996734619141e+00 3.545708894729614258e+00
-7.184463143348693848e-01 -2.582023143768310547e+00 -4.620721817016601562e+00 -4.135615825653076172e+00
-5.552037048339843750e+01 -4.026571273803710938e+01 -1.345691108703613281e+01 -1.209387588500976562e+01
-3.786625061035156250e+02 -3.097073669433593750e+02 7.756546783447265625e+01 7.667345046997070312e+00
-8.004727172851562500e+01 -5.743955230712890625e+01 -1.239648818969726562e+01 -1.062921142578125000e+01
-3.186412239074707031e+01 -3.122759580612182617e+00 -9.260011672973632812e+00 2.277692794799804688e+01
-3.143869323730468750e+02 -2.476855468750000000e+02 5.166496658325195312e+01 7.235551834106445312e+00
-8.536987915039062500e+02 2.470588531494140625e+02 2.533231353759765625e+01 -2.356151123046875000e+02
